Gene	Module
cacfd1.s[c9orf7(5e-120)]	80
cacna2d2.l[cacna2d2(0.0)]	34
cacng1.l	0
cacng1.s[cacng1(3e-145)]	34
cactin.l[c19orf29(0.0)]	1
cacul1.l[cacul1(1e-66)]	6
cacybp.s[cacybp(0.0)]	29
cad-like.l[cad(2e-110)]	79
cadps2-like.l[cadps2(0.0)]	1
calhm2.s[calhm2(0.0)]	52
calu.l[calu(0.0)]	16
calu.s[calu(0.0)]	7
camsap3-like.l[kiaa1543(9e-151)]	35
cand1.l[cand1(3e-60)]	104
cand1.s[cand1(0.0)]	130
cant1.l[cant1(0.0)]	7
canx.s[canx(0.0)]	4
cap2.l[cap2(0.0)]	112
capn15.l[solh(0.0)]	7
capn2.2.l[capn2(0.0)]	5
capn5.l[capn5(0.0)]	53
capn8.l[capn8(0.0)]	4
capn8.s[capn8(0.0)]	4
capn9.l[capn9(7e-128)]	5
capn9.s[capn9(0.0)]	5
capns1-like.1[capns1(0.0)]	7
capns2.l[capns2(0.0)]	73
capns2.s[capns2(0.0)]	4
caprin2.l[caprin2(0.0)]	1
caps2-like.1[caps2(1e-81)]	22
capza1.l[capza1(5e-40)]	5
capza2.l[capza2(0.0)]	6
capza2.s[capza2(3e-42)]	3
carhsp1.s	12
cars.s[cars(0.0)]	2
casc3.l[casc3(0.0)]	84
casc3.s[casc3(0.0)]	84
casc5.s[casc5(4e-29)]	8
cask.l[cask(0.0)]	129
cask.s[cask(0.0)]	6
casp6.l[casp6(0.0)]	6
cass4.l[cass4(5e-22)]	15
cass4.s[cass4(1e-151)]	8
cast.l[cast(0.0)]	110
cast.s[cast(6e-37)]	4
cbl.l[cbl(6e-57)]	44
cbr1.l[cbr1(0.0)]	5
cbs.l[cbs(0.0)]	49
cbs.s[cbs(0.0)|ptgfrn(0.0)]	2
cbwd2.l[cbwd2(6e-66)]	1
cbx1.s[cbx1(1e-64)]	29
cbx3.l[cbx3(0.0)]	33
cbx3.s[cbx3(0.0)]	3
cby1.l[cby1(6e-149)|tomm22(7e-40)]	2
cby1.s[tomm22(7e-42)]	10
ccdc108.l[ccdc108(1e-50)]	22
ccdc109b.l[ccdc109b(0.0)]	119
ccdc113.l[ccdc113(0.0)|gins3(0.0)]	5
ccdc12.l[ccdc12(9e-164)]	27
ccdc124.l[ccdc124(0.0)]	12
ccdc129.l	9
ccdc135.l[ccdc135(0.0)]	9
ccdc146.l[ccdc146(3e-85)]	22
ccdc149-like.s[ccdc149(0.0)]	4
ccdc167.s[xb-gene-5947586(5e-113)]	2
ccdc171.l[c9orf93(0.0)]	87
ccdc173.l[c2orf77(0.0)]	22
ccdc28a-like.s[ccdc28a(0.0)]	1
ccdc30.l[ccdc30(4e-118)]	53
ccdc34-like.s[ccdc34(0.0)]	54
ccdc37.l[ccdc37(0.0)]	22
ccdc39.l[ccdc39(0.0)|ttc14(0.0)]	22
ccdc40.s[ensxetg00000004200(0.0)]	22
ccdc43.l[ccdc43(4e-54)]	2
ccdc47.l[ccdc47(0.0)]	10
ccdc47.s[ccdc47(0.0)]	9
ccdc50.1[ccdc50(0.0)]	1
ccdc51.s[ccdc51(0.0)]	1
ccdc59.l[ccdc59(1e-115)]	3
ccdc6.l[ccdc6(0.0)]	44
ccdc6.s[ccdc6(0.0)]	65
ccdc63.l[ccdc63(0.0)]	22
ccdc66-like.1[ccdc66(0.0)]	5
ccdc67.l[ccdc67(0.0)]	114
ccdc68.l[ccdc68(1e-53)]	7
ccdc71l.l	2
ccdc85c.1[ccdc85c(2e-100)]	18
ccdc88a-like.l[ccdc88a(0.0)]	51
ccdc88a-like.s[ccdc88a(3e-106)]	51
ccdc9.s[ccdc9(0.0)]	6
ccdc94.l[ccdc94(2e-129)]	43
ccdc97.l[ccdc97(0.0)]	16
ccna2.l[ccna2(8e-120)]	25
ccna2.s[ccna2(0.0)]	25
ccnb1.2.l[ccnb1.2(5e-102)]	24
ccnb1.2.s[ccnb1.2(0.0)]	24
ccnb2.l[ccnb2(2e-166)]	12
ccnb2.s[ccnb2(6e-88)]	24
ccnb3.l[ccnb3(0.0)]	25
ccnb3.s[ccnb3(0.0)]	25
ccnc.l[ccnc(0.0)]	135
ccnd1.l[ccnd1(1e-112)]	61
ccnd1.s[ccnd1(8e-59)]	25
ccndbp1.s[ccndbp1(3e-28)]	13
ccndx.l[ccndx(1e-36)]	19
ccne1.l[ccne1(0.0)]	25
ccne1.s[ccne1(0.0)]	24
ccne2.l[ccne2(3e-137)]	1
ccne2.s[ccne2(0.0)]	33
ccnf.l[ccnf(0.0)]	3
ccng1.l[ccng1(4e-52)]	8
ccng1.s[ccng1(2e-30)]	8
ccng2.s[ccng2(0.0)]	112
ccnh.l[ccnh(0.0)]	14
ccnj.l[ccnj(1e-56)]	25
ccnj.s[ccnj(0.0)]	26
ccnk.l[ccnk(6e-165)]	39
ccnl1.l[ccnl1(3e-83)]	32
ccnl1.s[ccnl1(0.0)]	32
ccno.l[ccno(0.0)]	9
ccno.s[ccno(0.0)]	9
ccnt1.l[ccnt1(6e-69)]	43
ccnt1.s[ccnt1(4e-76)]	43
ccnt2.l[ccnt2(1e-79)]	57
ccnt2.s[ccnt2(0.0)]	57
ccnyl1.l[ccnyl1(1e-38)|mettl21a(7e-67)]	90
cct2.l[cct2(7e-98)]	60
cct2.s[cct2(1e-49)]	14
cct4.l[cct4(0.0)]	16
cct4.s[cct4(0.0)]	2
cct6a.l[cct6a(0.0)]	60
cct6a.s[cct6a(0.0)]	60
cct8.l[cct8(0.0)]	27
cct8.s[cct8(0.0)]	3
cd164.l	52
cd276.l[cd276(0.0)]	31
cd276.s[cd276(0.0)]	18
cd3eap-like.l	2
cd44.l[cd44(0.0)]	5
cd81.s[cd81(1e-148)]	14
cd82.l[cd82(0.0)]	55
cd9.s[cd9(0.0)]	73
cd99l2.l[fam36a(0.0)]	65
cd99l2.s[fam36a(7e-46)]	21
cdc123.s[cdc123(7e-88)]	12
cdc14a-like.l[cdc14a(0.0)]	108
cdc14a-like.s[cdc14a(0.0)]	69
cdc14b.l[cdc14b(0.0)]	6
cdc14b.s[cdc14b(0.0)]	1
cdc16.l[ensxetg00000025226(0.0)|cdc16(2e-85)]	2
cdc20b-like.l[cdc20b(1e-34)]	63
cdc25a.l[cdc25a(2e-30)]	40
cdc25b.l[cdc25b(0.0)]	18
cdc25b.s[cdc25b(0.0)]	47
cdc25c.l[cdc25c(2e-74)]	33
cdc25c.s[cdc25c(8e-53)]	1
cdc27.l[cdc27(0.0)]	6
cdc27.s[cdc27(0.0)]	21
cdc34.l[cdc34(0.0)]	11
cdc34.s[cdc34(0.0)]	17
cdc40.l[cdc40(0.0)]	57
cdc40.s[cdc40(0.0)]	1
cdc42bpa.l[cdc42bpa(0.0)]	21
cdc42bpa.s[cdc42bpa(3e-76)]	21
cdc42ep2.l[cdc42ep2(0.0)]	96
cdc42ep4.s[cdc42ep4(5e-110)]	6
cdc42se2-like.1.l[xb-gene-5957486(2e-21)]	58
cdc42se2-like.2.s[cdc42se2(0.0)]	1
cdc5l.l[cdc5l(0.0)]	62
cdc5l.s[cdc5l(0.0)]	62
cdc7.l[cdc7(1e-157)]	109
cdc73.l[cdc73(0.0)]	60
cdc73.s[cdc73(0.0)]	24
cdca2-like.l[cdca2(3e-160)]	85
cdca2-like.s[cdca2(0.0)]	128
cdca3-like.l[cdca3(5e-104)]	17
cdca5.l[cdca5(0.0)]	26
cdca5.s[ensxetg00000001634(0.0)|cdca5(0.0)]	106
cdca7.l[cdca7(0.0)]	42
cdca7.s[cdca7(0.0)]	42
cdca7l.l[cdca7l(0.0)]	14
cdca7l.s[cdca7l(0.0)]	25
cdca8.l[cdca8(3e-26)]	12
cdca8.s[cdca8(4e-63)]	135
cdcp1.l[cdcp1(0.0)]	35
cdh1.s[cdh1(8e-40)]	9
cdh11.l[cdh11(0.0)]	117
cdh20.s[cdh20(0.0)]	58
cdh26.s[cdh26(5e-96)]	4
cdh3.l[cdh3(0.0)]	97
cdh3.s[cdh3(0.0)]	1
cdh6.l[cdh6(0.0)]	67
cdip1.1[c16orf5(1e-68)]	115
cdk1.l[cdk1(0.0)]	3
cdk1.s[cdk1(0.0)]	14
cdk12.l[cdk12(7e-107)]	59
cdk12.s[cdk12(1e-179)]	39
cdk13.l[cdk13(3e-80)]	66
cdk15.l[cdk15(2e-62)]	18
cdk2ap1.l[cdk2ap1(0.0)]	10
cdk2ap1.s[cdk2ap1(0.0)]	29
cdk5r1.l[cdk5r1(0.0)]	0
cdk5r1.s[cdk5r1(0.0)]	25
cdk7.l[cdk7(0.0)]	5
cdk9.1[cdk9(0.0)]	25
cdkal1.s[cdkal1(0.0)]	1
cdkn2aip.l[cdkn2aip(4e-150)]	3
cdkn2aip.s[cdkn2aip(2e-150)]	3
cdkn2aipnl.s[cdkn2aipnl(8e-110)]	3
cdknx.l[cdknx(0.0)]	23
cdknx.s[cdknx(0.0)]	23
cdo1.l[cdo1(0.0)]	1
cdo1.s[cdo1(0.0)]	1
cdr2.l[cdr2(0.0)]	6
cdr2.s[cdr2(0.0)]	7
cdt1.1[cdt1(0.0)]	25
cdt1.s[cdt1(0.0)]	26
cdv3.l[cdv3(2e-157)]	13
cdv3.s[cdv3(8e-148)]	6
cdx1.s[cdx1(0.0)]	23
cdx2.l[cdx2(1e-136)]	23
cdx2.s[cdx2(6e-127)]	23
cdx4.l[cdx4(0.0)]	23
cdx4.s[cdx4(0.0)]	23
cebpg.l[cebpg(5e-47)]	134
cebpg.s[cebpg(3e-44)]	134
cebpz.l[cebpz(3e-94)]	131
cebpz.s[cebpz(7e-80)]	131
celsr2.l[celsr2(3e-146)]	20
celsr2.s[celsr1(2e-96)]	20
cenpa.l[cenpa(5e-33)]	25
cenpc1.l[ensxetg00000031099(9e-32)]	21
cenpe-like.l[cenpe(1e-166)]	8
cenpe-like.s[cenpe(0.0)]	8
cenpf.l[cenpf(5e-49)]	26
cenph.l[cenph(1e-104)]	33
cenpi.l[cenpi(1e-110)]	33
cenpl.s[cenpl(0.0)]	71
cenpn.l[atmin(0.0)|cenpn(0.0)]	33
cenpn.s[cenpn(5e-101)]	71
cenpp.l[ippk(7e-101)]	10
cep104-like.l[cep104(8e-153)]	15
cep120.l[cep120(5e-101)]	56
cep128-like.l[ensxetg00000007417(2e-140)]	22
cep135.l[cep135(0.0)]	87
cep152-like.l[cep152(0.0)]	22
cep152-like.s[cep152(0.0)]	5
cep192-like.l[cep192(1e-136)]	8
cep350.l[cep350(0.0)]	137
cep41.s[cep41(0.0)]	54
cep55-like.l[cep55(1e-175)]	5
cep57l1.l[cep57l1(1e-118)]	70
cep76.l[cep76(0.0)]	5
cep78.l[cep78(1e-142)]	56
cep85.l[cep85(7e-30)]	32
cep85.s[cep85(0.0)]	14
cept1.s[cept1(0.0)]	6
cer1.l	83
cer1.s[frem1(2e-26)]	35
cerk.s[ensxetg00000030525(0.0)]	6
cers2.l[cers2(0.0)]	9
cetn4.l[cetn4(2e-42)]	22
cfap45.s[ccdc19(0.0)]	22
cfdp1.l[cfdp1(1e-32)]	60
cfl1.l[cfl1(2e-87)]	29
cfl1.s[cfl1(0.0)]	27
chac1-like.l[chac1(0.0)]	134
chaf1b-like.l[chaf1b(2e-40)]	62
champ1-like.s[ensxetg00000032633(0.0)]	105
chchd1.l[chchd1(0.0)]	127
chchd3.s[chchd3(5e-85)]	10
chchd4.l[chchd4(0.0)]	2
chchd4.s[chchd4(0.0)]	29
chd2.l[chd2(3e-77)]	137
chd3.1[chd3(5e-98)]	6
chd7-like.l[chd8(0.0)]	77
chd7-like.s[chd8(0.0)]	77
chd8.l[chd8(0.0)]	8
chd8.s[chd8(2e-54)]	8
cherp.1[cherp(0.0)]	21
cherp.l[cherp(1e-86)]	39
chic2.s[chic2(1e-41)]	3
chka.l[chka(0.0)]	5
chmp1b.l[chmp1b(0.0)]	7
chmp1b.s[chmp1b(0.0)]	10
chmp2b.l[chmp2b(7e-75)]	7
chmp2b.s[chmp2b(0.0)]	9
chmp3.s[vps24(0.0)]	3
chmp4b.l[chmp4b(0.0)]	30
chmp4b.s[chmp4b(0.0)]	7
chmp6.l[chmp6(0.0)]	11
chmp6.s[chmp6(0.0)]	12
chn1.l[chn1(0.0)]	9
chordc1.s[chordc1(0.0)]	0
chp1.l[chp(0.0)]	96
chpt1.l[chpt1(0.0)]	4
chrac1.s	82
chst10-like.l[chst10(0.0)]	1
chst3.l[chst3(0.0)]	136
chst7.l[chst7(0.0)]	25
chst7.s[chst7(0.0)]	1
chsy1.l[chsy1(0.0)]	4
chsy1.s[chsy1(0.0)]	5
chtf18.l[chtf18(2e-110)]	1
chtf8.l[chtf8(1e-133)|has3(1e-34)]	60
chtf8.s[chtf8(4e-25)|has3(0.0)]	0
chtop.l[chtop(0.0)]	17
chtop.s[chtop(0.0)]	3
chuk.1[chuk(0.0)]	1
ciao1.s[ciao1(0.0)]	17
ciapin1.l[ciapin1(0.0)]	1
cib1.l[cib1(0.0)]	12
cib1.s[cib1(0.0)]	7
cidea.l[cidea(0.0)]	70
cidea.s[cidea(0.0)]	1
cinp.s[cinp(0.0)]	14
cirbp.l[cirbp(3e-112)]	11
cirbp.s[cirbp(4e-137)]	14
cirh1a.l[cirh1a(0.0)]	13
cirh1a.s[cirh1a(3e-36)]	13
cisd1.l[cisd1(3e-130)]	30
cit.l[cit(0.0)]	15
cited4.l[cited4(0.0)]	1
cited4.s[cited4(0.0)]	12
ckap2-like.l[ckap2(2e-170)]	24
ckap4.l[ckap4(0.0)]	9
ckap4.s[ckap4(0.0)]	50
ckm.l[ckm(5e-165)]	41
ckmt1b.s[ckmt1b(0.0)]	113
clca3p-like.l[xb-gene-5813523(7e-128)]	5
clcf1.l[clcf1(0.0)]	41
clcn3.l[clcn3(0.0)]	9
clcn3.s[clcn3(5e-127)]	72
clcn5.l[clcn5(2e-31)]	35
clcn6-like.l[clcn6(7e-123)]	21
cldn1.l[cldn1(4e-71)]	63
cldn1.s[cldn1(6e-151)]	5
cldn23.l[cldn23(6e-144)]	4
cldn4.l[cldn4(2e-177)]	120
cldn4.s[cldn4(6e-74)]	36
cldn5.s[cldn5(6e-149)]	18
cldn6.1.l[cldn6.1(0.0)]	12
cldn6.1.s[cldn6.1(0.0)]	10
cldn6.2.l[cldn6.2(0.0)]	3
cldn6.2.s[cldn6.2(0.0)]	3
cldnd1.l[cldnd1(5e-95)]	8
clic3.l[clic3(0.0)]	4
clic5.s[clic5(0.0)]	46
clint1.s[clint1(0.0)]	50
clip2.l	46
clip2.s	67
clip4.l[cd2bp2(1e-138)]	17
clip4.s[cd2bp2(0.0)]	3
clk1.l[clk1(0.0)]	33
clmn-like.l	5
clmp.l[clmp(0.0)]	111
clock.s[clock(0.0)]	5
clp1.l[clp1(0.0)]	8
clptm1-like.l[clptm1(0.0)]	30
clptm1-like.s[clptm1(0.0)]	2
clpx.l[clpx(0.0)]	119
clpx.s[clpx(2e-41)]	6
clspn.s[clspn(0.0)]	93
clstn3.s[clstn1(0.0)]	1
cltb.l[cltb(0.0)]	10
cltb.s[cltb(0.0)]	12
cltc.l[cltc(0.0)]	5
cltc.s[cltc(0.0)]	54
cluh.l[kiaa0664(0.0)]	81
cluh.s[kiaa0664(0.0)]	5
cmahp.l[cmahp(1e-58)]	5
cmss1.l[c3orf26(0.0)]	3
cmtm5.l[cmtm5(4e-127)]	67
cmtm7.l[cmtm7(9e-145)]	12
cmtm8-like.l	107
cndp1.l[cndp1(0.0)]	98
cndp2.l[cndp2(2e-83)]	28
cndp2.s[cndp2(4e-84)]	78
cnep1r1.l[tmem188(4e-137)]	104
cnfn.1.l[cnfn.1(2e-169)]	9
cnih1.l[cnih(2e-47)]	17
cnih1.s[cnih(0.0)]	40
cnih4.l[cnih4(0.0)]	6
cnksr1.l[cnksr1(7e-75)]	9
cnn1.l[cnn1(0.0)]	3
cnn1.s[cnn1(9e-109)]	61
cnn3.l[cnn3(1e-85)]	25
cnn3.s[cnn3(0.0)]	105
cnnm3-like.l[cnnm3(5e-41)]	44
cnot1.l[cnot1(3e-136)]	77
cnot1.s[cnot1(7e-30)]	77
cnot2.l[cnot2(3e-92)]	25
cnot2.s[cnot2(6e-92)]	33
cnot8.l[cnot8(0.0)]	33
cnot8.s[cnot8(0.0)]	17
cnst-like.l[cnst(7e-143)]	7
cntln-like.l[cntln(6e-36)]	101
cntrl.l[cntrl(6e-28)]	22
coasy-like.l[coasy(4e-74)|mlx(0.0)]	92
cobll1.l[cobll1(4e-69)]	38
cog1.s[cog1(0.0)]	7
cog3.l[cog3(1e-104)]	9
cog6.l[cog6(0.0)]	9
cog7.l[cog7(0.0)]	7
col18a1.l[col18a1(0.0)]	16
col18a1.s[col18a1(5e-143)]	16
col4a3bp.l[col4a3bp(0.0)]	53
col4a3bp.s[col4a3bp(0.0)]	101
col4a5-like.l[col4a5(0.0)]	95
col4a6-like.l[col4a6(0.0)]	95
col5a1-like.l[col5a1(7e-69)]	34
col5a2.l[col5a2(0.0)]	74
col5a3-like.l[col11a1(1e-35)]	34
col8a1.l[col8a1(0.0)]	0
col8a1.s[col8a1(0.0)]	0
commd6.s[commd6(0.0)]	2
commd8.s[commd8(0.0)]	49
comt.2.s[comt.2(0.0)]	28
copa.l[copa(0.0)]	7
copa.s[copa(1e-146)]	7
copb2.l[copb2(3e-157)]	7
copb2.s[copb2(0.0)]	7
cope.1[cope(0.0)]	7
cope.l[cope(1e-101)]	30
copg1.l[copg(0.0)]	7
copg1.s[copg(0.0)]	36
copg2.s[copg2(0.0)]	8
cops2.l[cops2(0.0)]	1
cops2.s[cops2(0.0)]	24
cops3.l[cops3(0.0)]	16
cops3.s[cops3(7e-171)]	2
cops4.l[cops4(0.0)]	2
cops5.s[cops5(0.0)]	28
cops6-like.1[cops6(0.0)]	11
cops8.l[cops8(0.0)]	3
cops8.s[cops8(4e-58)]	29
copz1.l[copz1(0.0)]	30
copz1.s[copz1(0.0)]	70
coq4.l[coq4(0.0)]	6
coq7.l[coq7(4e-151)]	11
coro2a.l[coro2a(0.0)]	55
cotl1.s[cotl1(5e-115)]	9
cox17.l[cox17(6e-105)]	29
cox4i1.l[cox4i1(0.0)]	2
cox4i1.s[cox4i1(0.0)]	2
cox5a.l[cox5a(3e-78)]	2
cox5a.s[cox5a(7e-74)]	2
cox6b1.l	2
cox6c.s[cox6c(2e-162)]	2
cox7a2.1[cox7a2(2e-157)]	2
cox7a2.s[cox7a2(3e-156)]	2
cox7b.l[cox7b(1e-153)]	2
cox7b.s[cox7b(4e-92)]	2
cox7c.l[cox7c(2e-132)]	125
cox7c.s[cox7c(3e-115)]	2
cpamd8.l[cpamd8(0.0)]	0
cpd.s[cpd(0.0)]	97
cpeb2-like.l[cpeb2(0.0)]	5
cpeb2-like.s[cpeb2(0.0)]	5
cplx2.l[cplx2(0.0)]	58
cpn1.s[cpn1(0.0)]	38
cpne1.l[cpne1(0.0)]	9
cpne3.l[cpne3(5e-84)]	4
cpne3.s[cpne3(5e-24)]	5
cpsf2.s[cpsf2(6e-94)]	106
cpsf3.l[cpsf3(0.0)]	14
cpsf3.s[cpsf3(0.0)]	16
cpsf4.s[cpsf4(0.0)]	3
cpsf6.l[cpsf6(1e-45)]	94
cpsf6.s[cpsf6(8e-133)]	6
cpt1a.l[cpt1a(0.0)]	5
cpt2.s[cpt2(0.0)]	130
cptp.l[gltpd1(0.0)]	63
cpvl.l[cpvl(1e-115)]	12
cpz.s[cpz(2e-96)]	19
crat.2.s[crat.2(2e-77)]	10
creb3l2.1[creb3l2(0.0)]	9
crebzf.s	32
cript.l[cript(1e-128)]	29
cript.s[cript(2e-150)]	12
crkl.l[crkl(0.0)]	71
crkl.s[crkl(0.0)]	62
crlf3-like.l[crlf3(0.0)]	13
crnkl1.s[crnkl1(0.0)]	3
crocc.l[crocc(0.0)]	72
crp.1.l[crp.1(2e-135)]	6
crtap.s[crtap(0.0)]	74
crtc3.l[crtc3(0.0)]	1
crx.l[crx(8e-157)]	102
crx.s[crx(0.0)]	102
cryzl1.l[cryzl1(2e-133)|donson(0.0)]	25
cs.l[cs(3e-128)]	2
cs.s[cs(3e-117)]	2
csde1.l[csde1(0.0)]	6
csde1.s[csde1(0.0)]	8
csgalnact2.l[csgalnact2(0.0)]	8
csk.s[csk(5e-52)]	15
csnk1e.l[csnk1e(0.0)]	87
csnk1e.s[csnk1e(0.0)]	69
csnk1g1.l[csnk1g1(4e-171)|znf609(0.0)]	6
csnk1g1.s[csnk1g1(2e-46)]	65
csnk1g2.l[csnk1g2(0.0)]	1
csnk1g3.s[csnk1g3(0.0)]	110
csnk2b.l[csnk2b(0.0)]	29
csnk2b.s[csnk2b(0.0)]	11
cspp1-like.l[ensxetg00000030250(0.0)|cspp1(0.0)]	72
csrnp1.l[csrnp1(0.0)]	96
csrnp2.s[csrnp2(0.0)]	18
csrp2.s[csrp2(4e-157)]	1
csrp2bp.l[csrp2bp(0.0)]	46
cstf1.s[cstf1(0.0)]	29
cstf2.l[cstf2(0.0)]	11
ctage5.1[ctage5(0.0)]	0
ctbp2-like.1.l[ctbp2(0.0)]	40
ctbp2-like.1.s[ctbp2(3e-91)]	40
ctbs.s[ctbs(0.0)]	54
ctdp1.l[ctdp1(0.0)]	1
ctdp1.s[ctdp1(0.0)]	24
ctdsp1.l[ctdsp1(1e-49)]	15
ctdsp1.s[ctdsp1(1e-54)]	88
ctdsp2.l[ctdsp2(3e-23)]	3
ctdsp2.s[ctdsp2(9e-149)]	0
ctdspl-like.l[ctdspl(0.0)]	44
ctdspl-like.s[ctdspl(9e-66)]	44
ctdspl2.l[ctdspl2(3e-168)]	62
ctdspl2.s[ctdspl2(2e-57)]	25
cth.l[cth(0.0)]	10
ctif.s[ctif(0.0)]	124
ctnna1.l[ctnna1(0.0)]	1
ctnna1.s[ctnna1(0.0)]	6
ctnnal1.s[ctnnal1(3e-64)]	6
ctnnbl1.1[ctnnbl1(0.0)]	2
ctnnbl1.s[ctnnbl1(0.0)]	2
ctps2.l[ctps2(0.0)]	1
ctr9.l[ctr9(0.0)]	6
ctr9.s[ctr9(3e-139)]	86
ctsa.l[ctsa(0.0)]	64
ctsb.l[ctsb(0.0)]	61
ctsb.s[ctsb(0.0)]	1
ctsd.s[ctsd(0.0)]	6
ctsv.l[ctsl2(0.0)]	3
ctsv.s[ctsl2(0.0)]	3
cttn.l[cttn(1e-61)]	16
cttn.s[cttn(2e-41)]	123
cttnbp2-like.l[cttnbp2(0.0)]	55
cttnbp2nl-like.l[cttnbp2nl(0.0)]	46
ctu2.1[ctu2(0.0)]	1
cuedc1.s[cuedc1(1e-43)]	58
cuedc2.l[cuedc2(0.0)]	1
cuedc2.s[cuedc2(0.0)]	1
cuff.1000[sumo3(3e-71)]	3
cuff.10007	67
cuff.10060	32
cuff.10181	4
cuff.10197	31
cuff.10230[xb-gene-5964941(4e-123)]	20
cuff.10245	92
cuff.10281	31
cuff.10472	41
cuff.10682[tram1(4e-149)]	36
cuff.10802	61
cuff.10833	31
cuff.10949	31
cuff.1125[rps24(1e-75)]	2
cuff.11410	4
cuff.11578[slc25a5(9e-149)]	82
cuff.11608[ssr2(6e-63)]	30
cuff.11685	0
cuff.11854	32
cuff.11990	31
cuff.1230	0
cuff.12336[ptgs2(4e-22)]	35
cuff.12341	41
cuff.12363	2
cuff.12378	92
cuff.13041	31
cuff.13273	118
cuff.13278[ppp1ca(6e-105)]	3
cuff.13280	82
cuff.13298	92
cuff.13332	29
cuff.13497[slc25a5(1e-115)]	2
cuff.13525	9
cuff.13577	32
cuff.13689	4
cuff.137	4
cuff.140	4
cuff.14275	118
cuff.14346	118
cuff.14392	6
cuff.14432	92
cuff.14781	9
cuff.15127	7
cuff.15645[dnah6(7e-70)]	50
cuff.15654	18
cuff.16534[rab8a(7e-125)]	63
cuff.1693	92
cuff.1921	32
cuff.19961[larp7(2e-80)]	1
cuff.20095	32
cuff.20421	118
cuff.20501	32
cuff.20840[adamtsl1(3e-45)]	0
cuff.21087[eef1a1o(1e-35)]	125
cuff.21243	1
cuff.21318[ewsr1(0.0)]	80
cuff.21496[slc25a1(0.0)]	98
cuff.22292	3
cuff.22388	31
cuff.22716	32
cuff.22839	20
cuff.2288	31
cuff.230[hnrnpa2b1(7e-103)]	121
cuff.2318	1
cuff.23434	22
cuff.23967	34
cuff.24175[snord103(2e-22)]	14
cuff.24232	25
cuff.24271	31
cuff.24275[khdrbs1(2e-118)]	40
cuff.24940	10
cuff.24946	10
cuff.25102	3
cuff.2532	10
cuff.25380	8
cuff.2552	1
cuff.25555	15
cuff.26075	71
cuff.26112[eef2.1(4e-173)]	16
cuff.26287	29
cuff.2638	118
cuff.26408	5
cuff.26441[ubc(2e-95)]	12
cuff.26459	3
cuff.26489[rpl23a(2e-146)]	2
cuff.26547	0
cuff.2664	62
cuff.26820[acot9(0.0)]	12
cuff.26888[rabl5(0.0)]	72
cuff.27101	111
cuff.27437[eps8l3(3e-36)]	4
cuff.27630	20
cuff.27734	46
cuff.28101	21
cuff.28641	67
cuff.28709[bloc1s1(1e-46)]	27
cuff.2877	8
cuff.28779[ptges3(1e-150)]	103
cuff.29301	29
cuff.29773[ipo8(0.0)]	8
cuff.29847	41
cuff.29957[cd9(0.0)]	73
cuff.30031[canx(0.0)]	31
cuff.30752[csrp2(2e-123)]	78
cuff.30797	31
cuff.3083[post(2e-90)]	31
cuff.3106	6
cuff.3144[pcbd1(5e-38)]	12
cuff.31689[ckmt1b(3e-47)]	0
cuff.31789	118
cuff.32009	55
cuff.32010	55
cuff.32917	49
cuff.34060[ensxetg00000030949(2e-78)]	1
cuff.34574	50
cuff.3532	20
cuff.35862	31
cuff.3593[eif4e2(0.0)]	11
cuff.3710[dvl2(0.0)]	84
cuff.37426	2
cuff.3744	1
cuff.37602	13
cuff.37695	24
cuff.3774	31
cuff.380	1
cuff.38064[tmco1(1e-106)]	1
cuff.3842	18
cuff.38504	50
cuff.3883	91
cuff.38854	96
cuff.38855	1
cuff.3923	31
cuff.39370[mpp1(8e-62)]	68
cuff.39529	15
cuff.39612	1
cuff.39931	37
cuff.4023[dda1(1e-62)]	1
cuff.41064[ccdc72(1e-117)]	28
cuff.41340	24
cuff.41400	83
cuff.41401	83
cuff.4181	11
cuff.4206[ensxetg00000021211(2e-39)]	4
cuff.42085	13
cuff.42165	7
cuff.4228	62
cuff.42574[rps12(5e-46)]	2
cuff.43030	2
cuff.43222	18
cuff.43693[ensxetg00000030371(0.0)|rnaseh1(8e-148)]	3
cuff.43973	66
cuff.44151	10
cuff.45117	27
cuff.45613[ncl(4e-48)]	100
cuff.45781[eif4a2(2e-63)]	100
cuff.45834	18
cuff.46215	42
cuff.46702	37
cuff.46730	1
cuff.46808	7
cuff.47610	31
cuff.47709	4
cuff.47823	7
cuff.48869	52
cuff.48983[tram1(4e-149)]	9
cuff.49393	88
cuff.49465	1
cuff.4958[rps24(2e-58)]	2
cuff.49710[jrk(0.0)]	140
cuff.50571	138
cuff.50616[sept7(5e-57)]	111
cuff.50688	64
cuff.51341	0
cuff.5146	3
cuff.51565[ensxetg00000000764(1e-22)]	4
cuff.51824	37
cuff.51827	77
cuff.51838[rplp1(1e-146)]	2
cuff.5217[ensxetg00000030079(0.0)]	31
cuff.52188[snou85(1e-86)]	25
cuff.52847	6
cuff.53038	21
cuff.5322[atp6v0e1(2e-143)]	53
cuff.5388	3
cuff.539	4
cuff.54663[ubr4(0.0)]	44
cuff.54745	9
cuff.54754[psmc4(2e-170)]	82
cuff.54759	4
cuff.54848	113
cuff.55406	8
cuff.55630	28
cuff.56693	0
cuff.5673	1
cuff.56834	20
cuff.57301	13
cuff.59381[tll2(0.0)]	4
cuff.59818[pogz(0.0)]	39
cuff.60155	1
